Vector name,Key Features,Release date,Level,Camera quality,Battery life,Screen quality,Screen size,Screen quality & size,Water resistance
microsoft surface duo 2,,"<re.Match object; span=(20, 24), match='2021'>",<strong> Triple 12 MP + 12 MP + 16 MP + TOF 3D + </strong> with,Up to <strong> (HOURS HERE) hours </strong> talk time,8.3-inch <strong> AMOLED ADD EXTRA HERE </strong> display,Large <strong> 8.3-inch </strong> AMOLED ADD EXTRA HERE display,Larger <strong> 8.3-inch AMOLED</strong> ADD EXTRA HERE display,<strong> 0 </strong> water and dust resistant
